ID,Legante standard,Famiglia,Legante originale,Metallo,Sale metallico,Campione,Solvente,Co-linker/Additivo,Temperatura,Tempo ore,Vial/Beuta ml,Data raw,Data ISO,MM legante,MM sale,mmol legante,mmol sale,mg legante,mg sale,Rapporto L/M,Procedura sintetica,Stato XRD,Esito/Osservazioni,IR file,XRD file,TGA file,BET,Riferimento cartella,Tag,Duplicati potenziali,Note,Sorgente_Database,mmol metallo,mg metallo,Quantita additivo,Volume solvente,Procedimento / note,IR,XRD,TGA,Caratterizzazioni presenti,Foglio origine,Riga origine,Inserito il,Note future,Esito_ML
246,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Ni,Ni(NO3)2*6H2O,BPz32,DMF,,65,96,20,"11/12/2024   12,00",2024-12-11,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,58.162,10 ml,10 ml,"Ho pesato il legante e messo in una vial con tappo di plastica da 20ml ed aggiunto 7 ml di DMF; nel mentre ho pesato il sale metallico e posto in un'altra vial con tappo di plastica ed aggiunto 3 ml di DMF. Ho messo entrambe le vial nel sonicatore per solubilizzarle al meglio, dopo circa 30 minuti ho travasato il contenuto della vial contenete il metallo in quella del legante. Il tutto l'ho messo in stufa a 65°C per 24 ore. Nessun precipitato.",,,,,"3,3’-diamino-4,4’-bipyrazole",220.0,,,1.0
247,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Ni,Ni(OAc)2*4H2O,BPz5,DMF,,110,48,15,"6/11/2024 16,30",2024-11-06,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.772,8 ml,8 ml,"Ho pesato il quantitativo esatto delle sostanza,ho disciolto il ligando con 4ml di DMF in una piccola Vials nel sonicatore. Per quanto riguarda il composto metallico l'ho disciolto sempre in 4 ml di DMF nella Vials termoresistente per la stufa, sempre nel sonicatore per 5 minuti. Una volta disiolto il ligando ho travasato il tutto all'interno della vials contenente il metallo. Ho posto tutto il stufa con tappo ben sigillato con teflon a 110°c per 48 ore.",,,,,"3,3’-diamino-4,4’-bipyrazole",31.0,,,1.0
248,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,BPz(NH2)2,Ni,Ni(OAc)2*4H2O,BPz8,DMF/H2O,,120,24,15,"11/11/2024 16,00",2024-11-11,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.772,"6,7/1,3 ml","6,7/1,3 ml","Ho pesato il quantitativo esatto delle sostanza,ho disciolto il ligando con 4ml di DMF/H2O in una piccola Vials nel sonicatore. Per quanto riguarda il composto metallico l'ho disciolto sempre in 4 ml di DMF/H2O nella Vials termoresistente per la stufa, sempre nel sonicatore per 5 minuti. Una volta disiolto il ligando ho travasato il tutto all'interno della vials contenente il metallo. Ho posto tutto il stufa con tappo ben sigillato con teflon a 120°c per 24 ore. Nessun precipitato",,,,,"3,3’-diamino-4,4’-bipyrazole",52.0,,,1.0
249,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ni,Ni(NO3)2*6H2O,DAPY25,DMF/H2O,,160,24,35,"11/09/25  11,00",2025-09-11,,,0.24,,39.40032,,,,N.D.,,,,,,,,1.0,,MOFs,0.13,37.8053,16  ml/4 ml,16  ml/4 ml,"Pesato il sale metallico e messo in una vial con 8 ml di DMF, mentre il legante è stato posto su una vial per la reazione solvotermica ed aggiunti 8 ml di DMF e 4 ml di H2O; posto entrambi nel sonicatore per 5 minuti, fino a completa dissoluzoine. Poi ho travasato il sale metallico nella vial con il legante, sigillato il tutto e posto in stufa a 160°C per 24 h.",,,,,"3,5-diamino-4,4’-bipyrazole",199.0,,,1.0
250,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ni,Ni(OAc)2*4H2O,DAPY5,DMF,,140,24,15,"19/03/25   15,45",2025-03-19,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.772,10 ml,10 ml,,,,,,"3,5-diamino-4,4’-bipyrazole",34.0,,,1.0
251,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ni,Ni(OAc)2*4H2O,DAPY6,DMF,,T.A.,72,50,45737,2025-03-21,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,49.772,10 ml,10 ml,,,,,,"3,5-diamino-4,4’-bipyrazole",40.0,,,1.0
252,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Ni,Ni(NO3)2*6H2O,DAPY7,DMF,,85,72,20,45737,2025-03-21,,,0.2,,32.833,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,58.162,10 ml,10 ml,,,,,,"3,5-diamino-4,4’-bipyrazole",46.0,,,1.0
253,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Zn,Zn(NO3)2*6H2O,DAPY26,DMF/H2O,,160,24,35,"11/09/25  11,00",2025-09-11,,,0.24,,39.40032,,,,N.D.,,,,,,,,1.0,,MOFs,0.13,38.6737,16  ml/4 ml,16  ml/4 ml,"Pesato il sale metallico e messo in una vial con 8 ml di DMF, mentre il legante è stato posto su una vial per la reazione solvotermica ed aggiunti 8 ml di DMF e 4 ml di H2O; posto entrambi nel sonicatore per 5 minuti, fino a completa dissoluzoine. Poi ho travasato il sale metallico nella vial con il legante, sigillato il tutto e posto in stufa a 160°C per 24 h.",,,,,"3,5-diamino-4,4’-bipyrazole",206.0,,,1.0
254,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Zn,Zn(OAc)2*2H2O,MixeDAPY,DMF/H2O,,160,72,20,"16/02/2026  19,00",2026-02-16,,,0.2,,32.8336,,,,Da valutare,,,,,,,,1.0,,MOFs,0.2,58.208,0.2,13 ml/ 2 ml,,fatto,fatto,,,"3,5-diamino-4,4’-bipyrazole",269.0,,,1.0
255,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,"3,5-diamino-4,4’-bipyrazole",Zn,Zn(NO3)2*6H2O,MixeDAPY2,DMF/H2O,,160,72,20,"16/02/2026  19,00",2026-02-16,,,0.2,,32.8336,,,,Da valutare,,,,,,,,1.0,,MOFs,0.2,58.208,0.2,13 ml/ 2 ml,,fatto,fatto,,,"3,5-diamino-4,4’-bipyrazole",276.0,,,1.0
256,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Cu,Cu(OAc)2*H2O,DMPC1,H2O,,RT,48,20,"14/11/25   12,00",2025-11-14,,,0.2,,28.028,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,18.164,,,,buono discreti picchi e sharpe,Molto buono,Degradazione 350°C; residuo 17% circa,,"3,5-Dimethyl-pyrazole-4-carboxy",4.0,,,2.0
257,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Cu,Cu(OAc)2*H2O,"DMPC1,2",H2O,,RT,72,pallone da 100 ml,"28/11/25   12,30",2025-11-28,,,1.0,,140.14,,,,Da valutare,,,,,,,,1.0,,MOFs,0.5,90.82,,,COMPOSTO GIA PRESENTE IN LETTERATURA,,Come DMPC1,,,"3,5-Dimethyl-pyrazole-4-carboxy",34.0,,,1.0
258,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Cu,Cu(OAc)2*H2O,DMPC2,EtOH,,RT,48,20,"14/11/25   12,00",2025-11-14,,,0.2,,28.028,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,18.164,,,,buono discreti picchi e sharpe,"non sharpe,meglio sintesi sopra",,,"3,5-Dimethyl-pyrazole-4-carboxy",12.0,,,2.0
259,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zn,Zn(OAc)2*2H2O,DMPC3,H2O,,RT,48,20,"14/11/25   12,00",2025-11-14,,,0.2,,28.028,,,,Da valutare,,,,,,,,1.0,,MOFs,0.1,21.95,,,,non molto buono,non fatto,,,"3,5-Dimethyl-pyrazole-4-carboxy",19.0,,,1.0
260,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zn,Zn(OAc)2*2H2O,DMPC4,EtOH,,RT,48,20,"14/11/25   12,00",2025-11-14,,,0.2,,28.028,,,,Promettente,,,,,,,,1.0,,MOFs,0.1,21.95,,,,buono discreti picchi e sharpe,Molto buono,"più stabilità termica del DMPC1, circa 400°C",,"3,5-Dimethyl-pyrazole-4-carboxy",26.0,,,2.0
261,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zn,Zn(OAc)2*2H2O,"DMPC4,2",EtOH,,RT,72,pallone da 100 ml,"28/11/25   12,30",2025-11-28,,,1.0,,140.14,,,,Da valutare,,,,,,,,1.0,,MOFs,0.5,109.75,,,COMPOSTO GIA PRESENTE IN LETTERATURA,,Come DMPC4,,,"3,5-Dimethyl-pyrazole-4-carboxy",41.0,,,1.0
262,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,ZrCl4,MePzDC10,MeOH,,110,72,15,"23/05/2025  16,00",2025-05-23,,,0.15,,21.021,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,34.956,10 ml,10 ml,"Ho pesato il legante e messo nella vial da 15 ml per la reazione solvotermal, aggiunto 5 ml di MeOH e posto nel sonicatore; nel mentre ho pesato il sale metallico e messo in una vial con tappo di plastica, ho aggiunto 5 ml di MeOh e messo nel sonicatore. Una volta ottenuta una soluzione limpida ho travasato tutto nella vial da 15 ml e posta in stufa a 110°C per 24h.
Dopo 5 ore soluzione ancora limpida senza nessun precipitato, dopo 24 ore si è iniziato ad intravedere un precipitato, lascio 48h, XRD molto buono, da riprovare in maggior quantità e vedere riproducibilità.",,,,,PzDC,72.0,,,1.0
263,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,ZrCl4,MePzDC13,MeOH,,110,94,35,"30/05/2025  12,00",2025-05-30,,,0.3,,42.042,,,,N.D.,,,,,,,,1.0,,MOFs,0.3,69.912,20 ml,20 ml,"Ho pesato il legante e messo nella vial da 35 ml per la reazione solvotermal, aggiunto 12  ml di MeOH e posto nel sonicatore; nel mentre ho pesato il sale metallico e messo in una vial con tappo di plastica, ho aggiunto 8 ml di MeOh e messo nel sonicatore. Una volta ottenuta una soluzione limpida ho travasato tutto nella vial da 15 ml e posta in stufa a 110°C.",,,,,PzDC,95.0,,,1.0
264,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,ZrCl4,MePzDC16,MeOH,,100,,35,"10/06/2025  12,00",2025-06-10,,,0.3,,42.042,,,,N.D.,,,,,,,,0.0,,MOFs,0.3,69.912,20 ml,20 ml,"Ho pesato il legante e messo nella vial da 35 ml per la reazione solvotermal, aggiunto 12  ml di MeOH e posto nel sonicatore; nel mentre ho pesato il sale metallico e messo in una vial con tappo di plastica, ho aggiunto 8 ml di MeOH e messo nel sonicatore. Una volta ottenuta una soluzione limpida ho travasato tutto nella vial da 15 ml e posta in stufa a 100°C.",,,,,PzDC,119.0,,,1.0
265,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,ZrCl4,MePzDC4,MeOH,,110,,15,"19/05/2025  10,30",2025-05-19,,,0.15,,21.021,,,,N.D.,,,,,,,,0.0,,MOFs,0.15,34.956,10 microL,210 microL,"Non ho ottenuto precipitato nelle prime 48h, quindi provo ad aggiungere Et3N (1 ml) e rimettere in stufa per altre 24h",,,,,PzDC,27.0,,,1.0
266,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,ZrCl4,MePzDC6,MeOH,,110,48,15,"19/05/2025  10,30",2025-05-19,,,0.15,,21.021,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,34.956,10 ml,10 ml,"Ho pesato il legante e messo nella vial da 15 ml per la reazione solvotermal, aggiunto 5 ml di MeOH e posto nel sonicatore; nel mentre ho pesato il sale metallico e messo in una vial con tappo di plastica, ho aggiunto 5 ml di MeOh e messo nel sonicatore. Una volta ottenuta una soluzione limpida ho travasato tutto nella vial da 15 ml e posta in stufa a 110°C per 24h.
Dopo 5 ore soluzione ancora limpida senza nessun precipitato, dopo 24 ore si è iniziato ad intravedere un precipitato, lascio 48h, XRD molto buono, da riprovare in maggior quantità e vedere riproducibilità.",,,,,PzDC,40.0,,,1.0
267,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,Zr(OCH3)4,MW0,MetOH,,120,30 min,,,,,,,,24.0,,,,N.D.,,,,,,,,1.0,,MOFs,,18,100 microL,20 microL,"Pesato il tutto e posto nella vial spessa del microonde, aggiunto acido acetico ed il DMF; sonicato fino a completa dissoluzione e poi sigillato e messo nel microonde. Poca quantità di precipitato, XDR identico a quello dell' Zr(OCH3)4, quindi non si è formato nulla,",,,,,Microwave,3.0,,,1.0
268,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,Zr(OCH3)4,MW1,MeOH,,120,2 ore,,,,,,0.2,,25.222,,,,N.D.,,,,,,,,1.0,,MOFs,0.1,21.636,"0,50 ml","0,50 ml","Pesato il tutto e posto nella vial spessa del microonde, aggiunto acido acetico e Metanolo e DMF; sonicato fino a completa dissoluzione e poi sigillato e messo nel microonde.",,,,,Microwave,10.0,,,1.0
269,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,"3,5-DiMePz-4-COOH",Zr,ZrCl4,ZrDMPC,H2O,,RT,72,pallone da 100 ml,"28/11/25   12,30",2025-11-28,,,1.0,,140.14,,,,Da valutare,,,,,,,,1.0,,MOFs,0.5,90.82,,,COMPOSTO GIA PRESENTE IN LETTERATURA,,Come DMPC1,,,"3,5-Dimethyl-pyrazole-4-carboxy",51.0,,,1.0
270,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Cu,Cu(OAc)2*H2O,4Am1,EtOH,,T.A.,24,20 ml con tappo di plastica,45608.479166666664,2024-11-12,,,1.0,,84.08,,,,N.D.,,,,,,,,1.0,,MOFs,2,363.28,20 ml,20 ml,"Peso separatamente i vari composti, in una beuta pongo lo ione metallico e lo porto ad agitazione su piastra a temperatura 40°C con 10 ml di EtOH. In un'altra beuta pongo l'altro composto ed aggiungo 10 ml di EtOH, lascio in agitazione su piastra a tempertatura 40°C. Dopo circa 10 minuti aggiungo la soluzione contenente il ligando in quella dello ione metallico e lascio reagire per 24h a temperatura ambiente. Precipitato di colore blu chiaro(simile all'HKUST), dopo lavaggio con etanolo, lascio asciugare in stufa a 80°C per poi porlo in un eppendorf.",,,,,"4-Amino-4H-1,2,4-triazole",5.0,,,1.0
271,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Cu,Cu(OAc)2*H2O,4Am5,DMF,,130,48,35,45621.520833333336,2024-11-25,,,0.5,,41.54,,,,N.D.,,,,,,,,1.0,,MOFs,0.5,90.82,,,"Ho pesato il ligando e posto in una vial da 20 ml ed aggiunto 15 ml di DMF, poi posta nel sonicatore per sulubilizzarlo; ho pesato lo ione metallico e posto all'interno della vial resistente alla temperatura da 35 ml ed aggiunto 15 ml di DMF. Una volta solubilizzato tutto, ho versato il contenuto della vial con il ligando all'interno di quella con il metallo. Ho posto tutto in stufa a 130°C per 72 ore. Ho notato la formazione del precipitato già dopo 24h. Precipitato bluastro, lavo con DMF e poi con acetone.",,,,,"4-Amino-4H-1,2,4-triazole",33.0,,,1.0
272,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Cu,Cu(OAc)2*H2O,4Am7,DMF,,T.A.,48,20,"26/11/2024  15,00",2024-11-26,,,0.5,,41.54,,,,N.D.,,,,,,,,1.0,,MOFs,1,181.64,,,"Ho pesato il ligando e posto in una vial da 20 ml ed aggiunto 6 ml di DMF, poi posta nel sonicatore per sulubilizzarlo; ho pesato lo ione metallico e posto all'interno di un'altra vial con tappo di plastica e solubilizzato con 10 ml di DMF. Una volta solubilizzato tutto, ho versato il contenuto della vial con il ligando all'interno di quella con il metallo. Ho posto tutto a temperatura ambiente per 24h. Pochissimo precipitato , solo per fare l'IR.",,,,,"4-Amino-4H-1,2,4-triazole",47.0,,,1.0
273,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Cu,Cu(OAc)2*H2O,4Am8,EtOH,,70,72,20 ml con tappo di plastica,"29/112024  16,00",,,,1.0,,84.08,,,,N.D.,,,,,,,,1.0,,MOFs,2,363.28,18 ml,18 ml,"Ho pesato il legante e solubilizzato con 9 ml di EtOH all'interno di una vial con tappo di plastica, nel mentre ho pesato il sale metallico e solubilizzato con 8 ml di EtOH e messo nella vial con tappo di plastica; ho posto entrambe le vial nel sonicatore per 5 minuti. Ho travasato il contenuto di quella contenente il legante all'interno dell'altra e posto tutto in stufa a 70°C.",,,,,"4-Amino-4H-1,2,4-triazole",54.0,,,1.0
274,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Zn,Zn(OAc)2*2H2O,4Am2,EtOH,,T.A.,24,20 ml con tappo di plastica,45608.479166666664,2024-11-12,,,1.0,,83.08,,,,N.D.,,,,,,,,1.0,,MOFs,1,219.5,20 ml,20 ml,"Peso separatamente i vari composti, in una beuta pongo lo ione metallico e lo porto ad agitazione su piastra a temperatura 40°C con 10 ml di EtOH. In un'altra beuta pongo l'altro composto ed aggiungo 10 ml di EtOH, lascio in agitazione su piastra a tempertatura 40°C. Dopo circa 10 minuti aggiungo la soluzione contenente il ligando in quella dello ione metallico e lascio reagire per 24h a temperatura ambiente.Non si riscontra nessun precipitato dopo 24h di reazione. Lascio evaporare le acque madri per vedere se si sia formato un composto solubile in EtOH, non è cristallizzato nulla.",,,,,"4-Amino-4H-1,2,4-triazole",12.0,,,1.0
275,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Zn,Zn(NO3)2 *6H2O,4Am3,DMF,BTC,160,75,100,"15/11/2024  12,45",2024-11-15,,,0.5,,41.54,,,,N.D.,,,,,,,,2.0,,MOFs,0.5,139.73,0.31,0.48,"Ho pesato i due linker e posti in una vials da 20 ml e discioliti con 18 ml di DMF e posti all'interno del sonicatore per farli solubilizzare per 10 minuti; nel mentre lo ione metallico posto nella vials per la solvotermica da 100ml l'ho disciolto con 20 ml di  DMF e posto anchesso nel sonicatore per 5 minuti. Passato il predeterminato tempo ho travasato i due linker nella vial contenente lo ione metallico, ho messo del teflon nel tappo per sigillare meglio e poi posto in stufa a 160°C per 75h. Precipitato biancastro.",,,,,"4-Amino-4H-1,2,4-triazole",19.0,,,1.0
276,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Zn,Zn(NO3)2 *6H2O,4Am4,DMF,,160,75,35,"19/11/2024   16,15",2024-11-19,,,0.5,,41.54,,,,N.D.,,,,,,,,2.0,,MOFs,0.5,139.73,,,"Ho pesato il ligando e posto in una vial da 20 ml ed aggiunto 15 ml di DMF, poi posta nel sonicatore per sulubilizzarlo; ho pesato lo ione metallico e posto all'interno della vial resistente alla temperatura da 35 ml ed aggiunto 15 ml di DMF. Una volta solubilizzato tutto, ho versato il contenuto della vial con il ligando all'interno di quella con il metallo. Ho posto tutto in stufa a 160°C per 75 ore. Precipitato biancastro. Spettro IR identifica che sono rimasti solo ossidi, non si è formato nulla. Buttato via.",,,,,"4-Amino-4H-1,2,4-triazole",26.0,,,1.0
277,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Zn,Zn(NO3)2 *6H2O,4Am6,DMF,,T.A.,48,50,45621.520833333336,2024-11-25,,,0.5,,41.54,,,,N.D.,,,,,,,,1.0,,MOFs,0.5,139.73,,,"Ho pesato il ligando e posto in una vial da 20 ml ed aggiunto 15 ml di DMF, poi posta nel sonicatore per sulubilizzarlo; ho pesato lo ione metallico e posto all'interno della beuta da 50 ml ed aggiunto 15 ml di DMF. Una volta solubilizzato tutto, ho versato il contenuto della vial con il ligando all'interno di quella con il metallo. Ho posto sotto agitazione a temperatura ambiente per 72h. Nessun precupitato formatosi, soluzione rimasta limpida.",,,,,"4-Amino-4H-1,2,4-triazole",40.0,,,1.0
278,"4-Amino-4H-1,2,4-triazole",Triazole,"4-Amino-4H-1,2,4-triazole",Zn,Zn(OAc)2*2H2O,4Am9,EtOH,,70,72,20 ml con tappo di plastica,"29/112024  16,00",,,,1.0,,83.08,,,,N.D.,,,,,,,,1.0,,MOFs,2,439,18 ml,18 ml,"Ho pesato il legante e solubilizzato con 9 ml di EtOH all'interno di una vial con tappo di plastica, nel mentre ho pesato il sale metallico e solubilizzato con 8 ml di EtOH e messo nella vial con tappo di plastica; ho posto entrambe le vial nel sonicatore per 5 minuti. Ho travasato il contenuto di quella contenente il legante all'interno dell'altra e posto tutto in stufa a 70°C.",,,,,"4-Amino-4H-1,2,4-triazole",61.0,,,1.0
279,5-MePz-4-COOH,Pyrazole carbossilati,5-MePz-4-COOH,Zn,Zn(NO3)2*6H2O,MePzDC1,DMF,,120,24,15,"29/04/25   17,30",2025-04-29,,,0.2,,25.222,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,59.498,10 ml,10 ml,"XRD buono, ma utilizziamo metodo di sintesi di letizia",,,,,PzDC,9.0,,,1.0
280,5-MePz-4-COOH,Pyrazole carbossilati,5-MePz-4-COOH,Zr,ZrCl4,MePzDC0,DMF,,120,24,15,"29/04/25   17,30",2025-04-29,,,0.2,,25.222,,,,N.D.,,,,,,,,1.0,,MOFs,0.2,46.608,10 ml,10 ml,XRD pessimo da migliorare le condizioni,,,,,PzDC,3.0,,,1.0
281,5-MePz-4-COOH,Pyrazole carbossilati,5-MePz-4-COOH,Zr,ZrCl4,MePzDC17,DMF,Benzoic acid,120,24-48,15,"11/06/2025   16,30",2025-06-11,,,0.15,,18.9165,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,34.956,,10 ml,Nessun precipitato,,,,,PzDC,128.0,,,1.0
282,5-MePz-4-COOH,Pyrazole carbossilati,5-MePz-4-COOH,Zr,ZrCl4,MePzDC18,DMF,HCl 37%,120,72,20,"07/07/2025  13,30",2025-07-07,,,0.15,,18.9165,,,,N.D.,,,,,,,,1.0,,MOFs,0.15,34.956,,160 microL,"Ho pesato il legante e messo in una vial solvotermica da 20 ml, ho aggiunto 5 ml di DMF e 90 microL di HCl 37%, poi posto nel sonicatore; nel contempo ho pesato il metallo, messo in una vial, aggiunti 5 ml di DMF e 90 microL di HCl 37% e messo nel sonicatore fino a completa dissoluzione. Una volta solubilizzato tutto, ho travasato il metallo nella vial solvotermica e poi posto in stufa a 120°C.",,,,,PzDC,135.0,,,1.0
283,BDC,Carbossilati aromatici,BDC,Cu,Cu(OAc)2*H2O,Cp0,EtOH,Pz,T.A.,24,20,,,,,0.5,,83.0,,,,N.D.,,,,,,,,5.0,,MOFs,1,68.07,2,"17,5 ml","Peso separatamente i vari composti, in una beuta pongo lo ione metallico e lo porto ad agitazione su piastra a temperatura ambiente con 7ml di EtOH. In un'altra beuta pongo gli altri due composti ed aggiungo 7ml di EtOH, lascio in agitazione su piastra a tempertatura ambiente. Dopo circa 30 minuti aggiungo la soluzione contenente i ligandi in quella dello ione metallico per sciacquare utilizzo 3,5ml di EtOh e lascio reagire per 24h.",,,,,Cu(OAc)2+BDC+Pz,5.0,,,1.0
284,BDC,Carbossilati aromatici,BDC,Cu,Cu(OAc)2*H2O,Cp1,EtOH,4-BrPz,T.A.,24,20,,,,,0.5,,83.0,,,,N.D.,,,,,,,,5.0,,MOFs,1,146.97,2,"17,5 ml","Peso separatamente i vari composti, in una beuta pongo lo ione metallico e lo porto ad agitazione su piastra a temperatura ambiente con 7ml di EtOH. In un'altra beuta pongo gli altri due composti ed aggiungo 7ml di EtOH, lascio in agitazione su piastra a tempertatura ambiente. Dopo circa 30 minuti aggiungo la soluzione contenente i ligandi in quella dello ione metallico per sciacquare utilizzo 3,5ml di EtOh e lascio reagire per 24h.",,,,,Cu(OAc)2+BDC+Pz,12.0,,,1.0
285,BDC,Carbossilati aromatici,BDC,Cu,Cu(OAc)2*H2O,Cp2,EtOH,"3,5-dimetilPz",T.A.,24,20,,,,,0.5,,83.0,,,,N.D.,,,,,,,,5.0,,MOFs,1,96.13,2,"17,5 ml","Peso separatamente i vari composti, in una beuta pongo lo ione metallico e lo porto ad agitazione su piastra a temperatura ambiente con 7ml di EtOH. In un'altra beuta pongo gli altri due composti ed aggiungo 7ml di EtOH, lascio in agitazione su piastra a tempertatura ambiente. Dopo circa 30 minuti aggiungo la soluzione contenente i ligandi in quella dello ione metallico per sciacquare utilizzo 3,5ml di EtOh e lascio reagire per 24h.",,,,,Cu(OAc)2+BDC+Pz,19.0,,,1.0
286,BDC,Carbossilati aromatici,BDC,Cu,Cu(OAc)2*H2O,Cp3,EtOH,4-ClPz,T.A.,24,20,,,,,0.5,,83.0,,,,N.D.,,,,,,,,5.0,,MOFs,1,102.52,2,"17,5 ml","Peso separatamente i vari composti, in una beuta pongo lo ione metallico e lo porto ad agitazione su piastra a temperatura ambiente con 7ml di EtOH. In un'altra beuta pongo gli altri due composti ed aggiungo 7ml di EtOH, lascio in agitazione su piastra a tempertatura ambiente. Dopo circa 30 minuti aggiungo la soluzione contenente i ligandi in quella dello ione metallico e lascio reagire per 24h",,,,,Cu(OAc)2+BDC+Pz,26.0,,,1.0
287,BDC,Carbossilati aromatici,BDC,Cu,Cu(OAc)2*H2O,Cp4,EtOH,Pz,T.A.,24,20,"02/12/2024 16,15",2024-12-02,,,0.5,,83.0,,,,N.D.,,,,,,,,5.0,,MOFs,1,68.07,1,"17,5 ml","Peso separatamente i vari composti, in una beuta pongo lo ione metallico e lo porto ad agitazione su piastra a temperatura ambiente con 7ml di EtOH. In un'altra beuta pongo gli altri due composti ed aggiungo 7 ml di EtOH, lascio in agitazione su piastra a tempertatura ambiente. Dopo circa 30 minuti aggiungo la soluzione contenente i ligandi in quella dello ione metallico, lavando la vial con 3,5 ml di EtOH e lascio reagire per 24h. Spettro IR molto simile al campione 1.",,,,,Cu(OAc)2+BDC+Pz,33.0,,,1.0
